Date,Species.ID,Length,Gear.Type,Data.Type,Year,Length Type,Sex,Special,MPA,FisheryDependent
7/2/16,LUTJVI,20.5,line,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,16.5,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,16.5,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,19,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,16.5,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,15.5,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,15,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,15,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCO,17.5,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCH,25.5,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCH,25,pots,Fishery,2016,0,0,0,0,1
7/8/16,ACANCH,18,pots,Fishery,2016,0,0,0,0,1
7/8/16,HOLOAD,21.5,pots,Fishery,2016,0,0,0,0,1
7/8/16,HOLOAD,20,pots,Fishery,2016,0,0,0,0,1
7/8/16,HOLOAD,20.5,pots,Fishery,2016,0,0,0,0,1
7/8/16,HOLOAD,23.5,pots,Fishery,2016,0,0,0,0,1
7/8/16,BALIVE,29,pots,Fishery,2016,0,0,0,0,1
7/8/16,BALIVE,21,pots,Fishery,2016,0,0,0,0,1
7/8/16,BALIVE,29,pots,Fishery,2016,0,0,0,0,1
7/8/16,BALIVE,29,pots,Fishery,2016,0,0,0,0,1
7/8/16,BALIVE,30.5,pots,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,51,line,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,33,line,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,34,line,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,40,line,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,21,line,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,30.5,line,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,31,line,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,28,line,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,28.5,line,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,34.5,line,Fishery,2016,0,0,0,0,1
7/9/16,LUTJVI,32,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,30,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,31,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,21.5,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,18,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,30.5,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,41.5,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,32,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,32.5,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,32.5,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,23.5,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,24,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,23,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,19.5,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,33.5,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,24.5,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,31,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,23,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,28,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,41,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,28,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,21.5,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,21,line,Fishery,2016,0,0,0,0,1
7/10/16,LUTJVI,22,line,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,31.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,30,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,30.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,36,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,37,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,36.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,34.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,33.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,30.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRGU,33.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,BALIVE,34.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,BALIVE,36,pots,Fishery,2016,0,0,0,0,1
7/13/16,BALIVE,32.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,BALIVE,35,pots,Fishery,2016,0,0,0,0,1
7/13/16,BALIVE,32,pots,Fishery,2016,0,0,0,0,1
7/13/16,BALIVE,33.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,BALIVE,25,pots,Fishery,2016,0,0,0,0,1
7/13/16,BALIVE,26,pots,Fishery,2016,0,0,0,0,1
7/13/16,HOLOAD,19,pots,Fishery,2016,0,0,0,0,1
7/13/16,HOLOAD,19.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,HOLOAD,18.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,HOLOAD,19.5,pots,Fishery,2016,0,0,0,0,1
7/13/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
7/13/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
7/13/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
7/13/16,SERRFU,27.5,pots,Fishery,2016,0,0,0,0,1
7/14/16,CARARU,43.5,beach seine,Fishery,2016,0,0,0,0,1
7/14/16,CARARU,46.2,beach seine,Fishery,2016,0,0,0,0,1
7/14/16,CARARU,35,beach seine,Fishery,2016,0,0,0,0,1
7/14/16,CARARU,48.5,beach seine,Fishery,2016,0,0,0,0,1
7/14/16,CARARU,43.2,beach seine,Fishery,2016,0,0,0,0,1
7/14/16,CARARU,39.9,beach seine,Fishery,2016,0,0,0,0,1
7/14/16,CARARU,45,beach seine,Fishery,2016,0,0,0,0,1
7/14/16,CARARU,40.4,beach seine,Fishery,2016,0,0,0,0,1
7/14/16,CARARU,43.9,beach seine,Fishery,2016,0,0,0,0,1
7/14/16,CARARU,38.4,beach seine,Fishery,2016,0,0,0,0,1
7/15/16,BALIVE,36,pots,Fishery,2016,0,0,0,0,1
7/15/16,BALIVE,34,pots,Fishery,2016,0,0,0,0,1
7/15/16,BALIVE,27.7,pots,Fishery,2016,0,0,0,0,1
7/15/16,BALIVE,28.8,pots,Fishery,2016,0,0,0,0,1
7/15/16,BALIVE,35.2,pots,Fishery,2016,0,0,0,0,1
7/15/16,BALIVE,28.9,pots,Fishery,2016,0,0,0,0,1
7/15/16,BALIVE,30.5,pots,Fishery,2016,0,0,0,0,1
7/15/16,BALIVE,31,pots,Fishery,2016,0,0,0,0,1
7/15/16,BALIVE,26,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,40.5,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,32.5,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,32.9,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,34.5,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,30,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,28.5,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,37.5,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,36.5,pots,Fishery,2016,0,0,0,0,1
7/15/16,SERRGU,27.5,pots,Fishery,2016,0,0,0,0,1
7/15/16,SCARVI,34,pots,Fishery,2016,0,0,0,0,1
7/15/16,ACANCO,21.5,pots,Fishery,2016,0,0,0,0,1
7/15/16,ACANCO,21.5,pots,Fishery,2016,0,0,0,0,1
7/15/16,ACANCO,19,pots,Fishery,2016,0,0,0,0,1
7/15/16,ACANCH,22,pots,Fishery,2016,0,0,0,0,1
7/15/16,ACANCH,21,pots,Fishery,2016,0,0,0,0,1
7/15/16,ACANCH,21,pots,Fishery,2016,0,0,0,0,1
7/15/16,ACANCH,24,pots,Fishery,2016,0,0,0,0,1
7/15/16,ACANCH,24.5,pots,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,42.5,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,37.8,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,37.5,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,34.5,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,35,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,40,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,30,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,27.1,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,26.4,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,24,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,26.3,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,21.5,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,27.1,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,24,line,Fishery,2016,0,0,0,0,1
7/16/16,LUTJVI,22.5,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,39.5,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,33.5,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,37.5,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,36.1,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,41,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,28.2,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,24.5,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,26.5,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,23,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,25.8,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,38.4,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,27.7,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,29.4,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,22.1,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,29,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,34.4,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,27,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,17.8,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,22.2,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,33,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,39,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,45,line,Fishery,2016,0,0,0,0,1
7/17/16,LUTJVI,57.4,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,31.5,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,39,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,40,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,30.9,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,22,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,23,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,21,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,21,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,46.5,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,30,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,39.2,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,35.4,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,31.9,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,27.5,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,28.6,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,36,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,34.1,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,31,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,24.6,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,32,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,26.5,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,28,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,31.6,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,27.1,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,27,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,40.1,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,32.5,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,41.1,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,21.5,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,23.2,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,31.6,line,Fishery,2016,0,0,0,0,1
7/23/16,LUTJVI,22,line,Fishery,2016,0,0,0,0,1
7/23/16,SERRFU,26.3,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,28,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,35,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,35,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,33,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,24,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,31,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,35,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,38,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,28,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,55,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,39,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,33,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,27,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,30,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,29,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,28,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,32,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,37,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,44,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,34,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,34,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,42.5,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,25.2,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,24.5,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,25,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,24.3,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,23.9,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,31,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,22,line,Fishery,2016,0,0,0,0,1
7/24/16,LUTJVI,62.5,line,Fishery,2016,0,0,0,0,1
7/25/16,ACANCO,6.75,pots,Fishery,2016,0,0,0,0,1
7/25/16,ACANCO,6.75,pots,Fishery,2016,0,0,0,0,1
7/25/16,ACANCO,6.75,pots,Fishery,2016,0,0,0,0,1
7/25/16,ACANCH,6.75,pots,Fishery,2016,0,0,0,0,1
7/25/16,ACANCH,7.25,pots,Fishery,2016,0,0,0,0,1
7/25/16,ACANCH,6.25,pots,Fishery,2016,0,0,0,0,1
7/25/16,ACANCH,6.25,pots,Fishery,2016,0,0,0,0,1
7/25/16,ACANCH,6.5,pots,Fishery,2016,0,0,0,0,1
7/25/16,SERRFU,11.5,pots,Fishery,2016,0,0,0,0,1
7/25/16,LUTJVI,22.5,pots,Fishery,2016,0,0,0,0,1
7/28/16,SERRGU,39,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,24.5,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,21.8,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,21.3,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,25.8,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,21.5,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,24.1,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,21.8,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,25.5,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,20.9,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,23.4,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,20.9,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,30.5,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,19.4,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,21.2,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,27,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,20.5,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,29.9,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,20.5,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,28.9,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,18.5,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,24.7,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,21.3,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,20.3,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,39.5,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,30.1,line,Fishery,2016,0,0,0,0,1
7/28/16,LUTJVI,25.8,line,Fishery,2016,0,0,0,0,1
7/29/16,BALIVE,39.5,pots,Fishery,2016,0,0,0,0,1
7/29/16,BALIVE,39,pots,Fishery,2016,0,0,0,0,1
7/29/16,BALIVE,39.4,pots,Fishery,2016,0,0,0,0,1
7/29/16,BALIVE,36.1,pots,Fishery,2016,0,0,0,0,1
7/29/16,BALIVE,34.2,pots,Fishery,2016,0,0,0,0,1
7/29/16,BALIVE,33.6,pots,Fishery,2016,0,0,0,0,1
7/29/16,BALIVE,30.2,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,33.4,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,28,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,34,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,31.6,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,31.2,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,22,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,37,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,31.9,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,34.6,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,33.2,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,35,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,36,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,34.2,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,29.4,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,30.3,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,32.4,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,30.4,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,30.7,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,32.9,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,28,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,29.1,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
7/29/16,SERRGU,32.1,pots,Fishery,2016,0,0,0,0,1
7/29/16,ACANCH,23.4,pots,Fishery,2016,0,0,0,0,1
7/29/16,ACANCO,19.8,pots,Fishery,2016,0,0,0,0,1
8/3/16,SERRGU,28,pots,Fishery,2016,0,0,0,0,1
8/3/16,SERRGU,30.5,pots,Fishery,2016,0,0,0,0,1
8/3/16,SERRGU,34.5,pots,Fishery,2016,0,0,0,0,1
8/3/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
8/3/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
8/3/16,SERRGU,30.5,pots,Fishery,2016,0,0,0,0,1
8/3/16,SERRGU,28.9,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,18.2,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,15.9,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,16.5,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,20,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,20.5,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,19.5,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
8/3/16,BALIVE,28,pots,Fishery,2016,0,0,0,0,1
8/3/16,BALIVE,30.5,pots,Fishery,2016,0,0,0,0,1
8/3/16,HOLOAD,22,pots,Fishery,2016,0,0,0,0,1
8/3/16,HOLOAD,20,pots,Fishery,2016,0,0,0,0,1
8/3/16,HOLOAD,20,pots,Fishery,2016,0,0,0,0,1
8/3/16,HOLOAD,21,pots,Fishery,2016,0,0,0,0,1
8/3/16,HOLOAD,23,pots,Fishery,2016,0,0,0,0,1
8/3/16,HOLOAD,23.5,pots,Fishery,2016,0,0,0,0,1
8/3/16,HOLOAD,22,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCH,22,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCH,19,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCH,26.5,pots,Fishery,2016,0,0,0,0,1
8/3/16,ACANCH,20.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCH,19,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCH,24.3,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCH,19,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCH,22,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCH,17.9,pots,Fishery,2016,0,0,0,0,1
8/4/16,LUTJSY,22.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,BALIVE,24.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,BALIVE,26.4,pots,Fishery,2016,0,0,0,0,1
8/4/16,BALIVE,25.4,pots,Fishery,2016,0,0,0,0,1
8/4/16,BALIVE,24.3,pots,Fishery,2016,0,0,0,0,1
8/4/16,BALIVE,31.8,pots,Fishery,2016,0,0,0,0,1
8/4/16,BALIVE,23.4,pots,Fishery,2016,0,0,0,0,1
8/4/16,BALIVE,29.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,BALIVE,33,pots,Fishery,2016,0,0,0,0,1
8/4/16,BALIVE,33.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,HOLOAD,21.4,pots,Fishery,2016,0,0,0,0,1
8/4/16,HOLOAD,22,pots,Fishery,2016,0,0,0,0,1
8/4/16,HOLOAD,22,pots,Fishery,2016,0,0,0,0,1
8/4/16,HOLOAD,23,pots,Fishery,2016,0,0,0,0,1
8/4/16,HOLOAD,22.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,HOLOAD,25.6,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCO,15.1,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCO,16.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCO,21.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCO,20.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCO,16.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
8/4/16,SERRGU,29.8,pots,Fishery,2016,0,0,0,0,1
8/4/16,SERRGU,29.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,SERRGU,44.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,SERRGU,29.5,pots,Fishery,2016,0,0,0,0,1
8/4/16,SERRGU,19.8,pots,Fishery,2016,0,0,0,0,1
8/4/16,SERRGU,29.4,pots,Fishery,2016,0,0,0,0,1
8/4/16,SERRGU,27.6,pots,Fishery,2016,0,0,0,0,1
8/4/16,SERRGU,30.4,pots,Fishery,2016,0,0,0,0,1
8/8/16,SERRGU,34.9,pots,Fishery,2016,0,0,0,0,1
8/8/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
8/8/16,SERRGU,35.1,pots,Fishery,2016,0,0,0,0,1
8/8/16,SERRGU,32.2,pots,Fishery,2016,0,0,0,0,1
8/8/16,SERRGU,32.5,pots,Fishery,2016,0,0,0,0,1
8/8/16,SERRGU,30.9,pots,Fishery,2016,0,0,0,0,1
8/8/16,SERRGU,33.5,pots,Fishery,2016,0,0,0,0,1
8/8/16,SERRGU,36.5,pots,Fishery,2016,0,0,0,0,1
8/8/16,SERRGU,33.8,pots,Fishery,2016,0,0,0,0,1
8/8/16,SERRGU,33.9,pots,Fishery,2016,0,0,0,0,1
8/8/16,HOLOAD,19,pots,Fishery,2016,0,0,0,0,1
8/8/16,HOLOAD,18.5,pots,Fishery,2016,0,0,0,0,1
8/8/16,HOLOAD,19,pots,Fishery,2016,0,0,0,0,1
